		MS_MS_Count_05fmolExp1	MS_MS_Count_05fmolExp2	MS_MS_Count_10fmolExp1	MS_MS_Count_10fmolExp2	MS_MS_Count_1fmolExp1	MS_MS_Count_1fmolExp2	MS_MS_Count_20fmolExp1	MS_MS_Count_20fmolExp2	MS_MS_Count_50fmolExp1	MS_MS_Count_50fmolExp2	MS_MS_Count_5fmolExp1	MS_MS_Count_5fmolExp2
1784	Q9BWJ5__SF3B5	0	0	0	2	0	0	0	0	0	1	2	0
1785	Q9BX68__HINT2	1	0	0	0	0	1	0	1	0	0	0	0
1786	Q9BXJ9__NAA15	1	0	0	0	1	0	1	0	1	1	1	1
1787	Q9BXP5__SRRT	1	1	0	2	1	0	2	0	0	1	1	2
1788	Q9BY32__ITPA	0	0	0	1	0	0	1	1	0	1	0	1
1789	Q9BY77__POLDIP3	1	1	0	1	3	0	0	1	1	0	0	1
1790	Q9BZE1__MRPL37	0	0	0	0	0	0	0	0	1	1	0	0
1791	Q9C005__DPY30	1	0	1	0	1	1	0	0	0	1	0	1
1792	Q9C0B1__FTO	0	1	0	2	1	1	1	3	0	1	2	1
1793	Q9C0C9__UBE2O	0	1	0	0	0	1	0	0	1	1	1	0
1794	Q9H0B6__KLC2	0	0	0	0	0	0	0	0	0	1	0	0
1795	Q9H0C8__ILKAP	2	0	0	0	0	0	0	1	0	0	0	0
1796	Q9H0S4__DDX47	0	0	0	1	0	0	0	1	0	0	2	0
1797	Q9H1B7__IRF2BPL	0	0	0	0	0	0	0	0	0	0	0	0
1798	Q9H1E3__NUCKS1	2	2	1	2	1	4	2	1	1	1	1	0
1799	Q9H1E5__TMX4	0	0	0	0	1	0	0	0	0	0	0	1
1800	Q9H2M9__RAB3GAP2	0	0	0	0	0	0	0	0	0	1	0	0
1801	Q9H2W6__MRPL46	0	1	0	0	0	1	0	0	0	0	0	0
1802	Q9H307__PNN	0	0	0	2	0	0	3	0	0	0	0	0
1803	Q9H3G5__CPVL	1	0	0	0	0	0	0	1	0	0	0	0
1804	H3BVE0__BOLA2B_BOLA2	1	0	0	1	1	0	1	1	0	0	0	0
1805	Q9H3P7__ACBD3	0	0	0	1	0	0	0	0	1	0	0	0
1806	Q9H3U1__UNC45A	0	0	0	0	0	0	0	0	0	0	1	0
1807	Q9H444__CHMP4B	0	0	0	0	1	1	0	0	0	0	0	0
1808	Q9H488__POFUT1	0	0	0	0	0	1	0	1	0	0	0	0
1809	Q9H4A6__GOLPH3	0	0	0	0	0	1	0	0	0	0	0	0
1810	Q9H4L7_2__SMARCAD1	0	1	0	0	1	0	0	1	1	0	1	1
1811	Q9H773__DCTPP1	0	0	0	1	1	1	1	1	2	1	0	2
1812	Q9H814__PHAX	1	1	0	0	1	0	0	0	0	0	0	0
1813	Q9H993__C6orf211	0	0	0	1	0	0	0	0	0	0	0	0
1814	Q9H9A6__LRRC40	0	0	0	0	1	1	1	0	1	0	1	0
1815	Q9H9B4__SFXN1	1	1	0	1	1	1	1	0	1	0	1	1
1816	Q9H9J2__MRPL44	0	0	0	0	1	0	1	0	0	0	0	0
1817	Q9HAV4__XPO5	3	3	0	3	4	3	2	2	0	1	1	2
1818	Q9HAV7__GRPEL1	0	0	1	1	0	0	0	0	1	1	1	0
1819	Q9HB71__CACYBP	1	3	3	5	4	3	3	1	1	4	1	2
1820	Q9HCC0__MCCC2	1	1	0	0	0	0	0	0	0	0	0	0
1821	Q9HCD5__NCOA5	0	1	0	0	1	0	1	0	1	0	1	0
1822	Q9HD33__MRPL47	1	1	0	1	1	0	1	1	1	1	1	1
1823	Q9HDC9__APMAP_C20orf3	0	0	0	0	0	1	0	0	0	0	0	0
1824	Q9NP79__VTA1	2	2	1	1	2	2	2	2	1	1	2	2
1825	Q9NPI6__DCP1A	0	1	0	0	1	0	1	0	0	1	1	0
1826	Q9NPJ3__ACOT13	0	1	1	1	0	0	0	1	0	0	0	1
1827	Q9NQ29_3__	1	1	1	1	0	1	1	0	1	1	1	2
1828	Q9NQ88__TIGAR	1	1	0	1	0	1	1	1	2	2	1	1
1829	Q9NQE9__HINT3	0	0	0	0	1	0	0	0	0	0	0	0
1830	Q9NQG5__RPRD1B	1	1	0	1	2	0	2	0	1	0	1	2
1831	Q9NQR4__NIT2	2	0	0	0	0	1	0	0	2	0	1	1
1832	Q9NQT5__EXOSC3	0	0	0	1	0	0	0	0	0	0	0	0
1833	Q9NQX0__PRDM6	0	0	0	0	0	0	0	0	0	0	0	0
1834	Q9NR30__DDX21	1	1	3	2	1	0	5	2	6	1	2	2
1835	Q9NR31__SAR1A_SAR1B	0	0	2	1	0	1	0	0	1	0	0	0
1836	Q9NRF9__POLE3	1	0	1	1	0	0	0	1	1	0	1	0
1837	Q9NRG7_2__	0	0	0	1	0	0	0	0	0	0	1	0
1838	Q9NRG9__AAAS	1	0	0	1	1	0	3	0	2	1	0	0
1839	Q9NRN7__AASDHPPT	0	1	0	2	0	1	0	0	0	1	0	0
1840	Q9NRR5__UBQLN4_UBQLN1	0	1	0	2	1	0	0	1	0	0	0	0
1841	Q9NRW7__VPS45	1	1	0	1	1	1	1	1	1	1	1	1
1842	Q9NRX1__PNO1	0	0	0	0	0	1	1	0	1	0	0	0
1843	Q9NS69__TOMM22	0	1	1	1	0	0	2	1	1	2	0	1
1844	Q9NSD9__FARSB	1	2	1	0	1	1	1	0	1	0	1	1
1845	Q9NUJ1__ABHD10	0	0	1	0	0	0	0	0	0	1	0	0
1846	Q9NUQ3__TXLNG	0	0	0	0	0	0	0	0	0	0	0	0
1847	Q9NUQ9__FAM49B	0	1	0	1	1	0	1	0	1	0	1	0
1848	Q9NV06__DCAF13	1	0	0	0	0	0	0	1	0	0	1	0
1849	Q9NV56__MRGBP	0	0	0	0	0	1	0	0	0	0	0	0
1850	Q9NVI7__ATAD3A	1	0	0	0	0	0	1	1	2	0	1	1
1851	Q9NVP1__DDX18	0	0	0	0	0	0	1	0	1	0	0	0
1852	Q9NWY4__C4orf27	0	0	0	0	0	0	0	0	0	0	1	0
1853	Q9NY12__GAR1	1	1	0	0	0	0	0	1	0	0	0	0
1854	Q9NY61__AATF	0	0	0	1	1	0	0	1	0	0	0	0
1855	Q9NYB0__TERF2IP	1	1	0	1	0	0	1	0	1	1	1	0
1856	Q9NYJ1__CHCHD8	1	0	1	0	0	0	0	0	1	1	0	1
1857	Q9NZ45__CISD1	0	0	0	0	0	1	0	0	0	1	1	1
1858	Q9NZI8__IGF2BP1	7	5	2	4	4	6	3	4	6	4	3	4
1859	Q9NZL4__HSPBP1	1	0	0	0	2	1	0	1	1	0	0	2
1860	Q9NZL9__MAT2B	0	3	0	1	0	1	0	0	0	1	1	0
1861	Q9NZM5__GLTSCR2	0	0	0	0	0	0	0	0	0	0	0	0
1862	Q9NZZ3__CHMP5	0	0	0	0	0	0	0	0	1	0	0	0
1863	Q9P032__NDUFAF4	1	0	0	0	0	0	0	0	0	0	0	0
1864	Q9P1F3__ABRACL	2	0	0	1	0	1	2	2	3	2	0	1
1865	Q9P258__RCC2	0	3	5	6	1	2	2	3	3	4	1	1
1866	Q9P260_2__KIAA1468	0	0	0	0	0	0	0	0	0	0	0	0
1867	Q9P287_2__BCCIP	0	1	0	0	1	0	0	0	0	0	1	1
1868	Q9P2K5__MYEF2	0	0	0	0	0	0	0	0	0	0	1	0
1869	Q9UBB4__ATXN10	3	2	0	3	2	3	2	4	3	2	3	3
1870	Q9UBB6_3__NCDN	0	1	0	0	1	0	0	1	0	0	0	0
1871	Q9UBE0__SAE1	2	1	0	1	1	0	2	2	2	3	0	1
1872	Q9UBF2__COPG2	1	1	0	2	0	0	2	2	3	1	0	1
1873	Q9UBI6__GNG12	0	0	0	0	0	0	0	0	0	0	0	1
1874	Q9UBQ7__GRHPR	0	0	0	0	1	0	0	0	0	0	0	1
1875	Q9UBS4__DNAJB11	1	1	0	2	0	2	1	0	0	0	0	1
1876	Q9UBT2__UBA2	0	1	0	2	2	0	1	2	1	0	0	1
1877	Q9UBV8__PEF1	0	0	0	0	0	0	1	0	0	1	0	0
1878	Q9UEE9__CFDP1	0	0	0	0	0	0	0	0	0	0	1	0
1879	Q9UET6__FTSJ1	1	1	0	0	0	0	1	0	0	0	1	0
1880	Q9UGP8__SEC63	1	0	0	0	0	0	1	0	2	0	0	0
1881	Q9UHA4__LAMTOR3	0	0	0	0	0	0	0	0	0	0	0	0
1882	Q9UHD1__CHORDC1	3	0	1	2	0	2	1	1	2	0	0	0
1883	Q9UHD9__UBQLN2	0	0	1	1	0	0	0	0	0	0	0	0
1884	Q9UHI6__DDX20	0	0	0	1	1	1	0	2	0	0	0	0
1885	Q9UHV9__PFDN2	0	2	1	1	1	1	1	1	2	2	1	1
1886	Q9UHX1__PUF60	1	2	2	1	2	3	1	1	2	1	4	0
1887	Q9UI09__NDUFA12	0	0	0	1	1	0	0	0	0	0	0	0
1888	Q9UIJ7__AK3	1	0	0	0	0	0	0	0	0	1	0	0
1889	Q9UJS0_2__SLC25A13	1	3	0	2	2	3	2	2	2	4	1	0
1890	Q9UJU6__DBNL	2	1	1	1	0	1	0	0	0	0	0	0
1891	Q9UJX2__CDC23	0	1	0	0	0	0	0	0	0	0	0	0
1892	Q9UJZ1__STOML2	2	0	0	3	1	2	2	1	2	1	1	1
1893	Q9UK59__DBR1	0	1	0	0	1	0	0	0	0	0	0	0
1894	Q9UKX7__NUP50	0	0	0	0	0	0	0	0	1	1	0	2
1895	Q9UKY7__CDV3	2	0	1	1	0	0	0	2	1	0	1	0
1896	Q9UL25__RAB21	0	0	0	0	0	1	1	1	1	0	2	1
1897	Q9UL41__PNMA3	1	0	0	0	0	0	1	1	0	0	0	0
1898	Q9UL42__PNMA2	0	0	0	0	0	0	0	0	0	0	0	0
1899	Q9UL46__PSME2	2	1	0	2	1	2	2	2	1	1	1	1
1900	Q9ULC4_3__MCTS1	0	0	0	1	0	0	1	1	1	1	0	1
1901	Q9UMS4__PRPF19	2	4	2	2	4	3	3	3	1	6	4	3
1902	Q9UMX5__NENF	1	0	0	1	0	0	0	0	0	0	0	0
1903	Q9UN86__G3BP2	1	0	0	2	2	0	2	0	0	2	0	2
1904	Q9UNE7__STUB1	2	0	0	0	0	0	1	2	2	1	0	1
1905	Q9UNQ0__ABCG2	0	0	0	0	0	0	0	0	0	0	1	0
1906	Q9UNS2__COPS3	0	1	1	0	1	0	0	0	0	0	0	0
1907	Q9UNW1__MINPP1	0	0	0	0	0	1	1	1	0	1	0	0
1908	Q9UNX4__WDR3	0	0	0	1	0	0	0	0	2	1	0	2
1909	Q9UP38__FZD1	0	0	0	0	0	0	0	0	0	0	0	1
1910	Q9UQ35__SRRM2	2	2	1	1	3	2	3	0	2	1	3	3
1911	Q9UQ80__PA2G4	5	7	6	8	4	7	5	6	5	6	5	7
1912	Q9UQE7__SMC3	0	0	1	0	1	0	0	0	0	1	2	1
1913	Q9Y224__C14orf166	1	1	0	3	3	1	1	2	3	2	1	0
1914	Q9Y230__RUVBL2	1	3	3	4	1	2	3	1	3	3	2	1
1915	Q9Y237_2__PIN4	0	0	0	0	0	0	0	0	0	0	0	0
1916	Q9Y265__RUVBL1	6	7	2	7	3	7	5	6	4	5	7	1
1917	Q9Y266__NUDC	1	1	0	1	1	2	2	2	3	2	1	0
1918	Q9Y295__DRG1	0	0	0	0	0	0	0	1	1	1	0	2
1919	Q9Y2K3__MYH15	0	0	0	0	0	0	1	0	0	0	0	0
1920	Q9Y2L1__DIS3	1	1	0	2	1	1	1	1	1	1	1	2
1921	Q9Y2P8__RCL1	0	0	0	0	1	0	0	0	0	1	0	0
1922	Q9Y2Q3_2__GSTK1	0	0	0	1	0	0	0	1	0	1	0	0
1923	Q9Y2S7__POLDIP2	0	0	0	0	1	0	0	0	0	0	0	0
1924	Q9Y2W1__THRAP3	1	1	0	0	1	1	1	0	0	1	1	2
1925	Q9Y2X3__NOP58	1	1	1	1	0	2	1	2	2	0	1	0
1926	Q9Y2Z0__SUGT1	1	0	0	1	0	0	0	1	0	0	1	0
1927	Q9Y2Z4__YARS2	1	1	0	0	1	0	0	1	0	1	0	0
1928	Q9Y333__LSM2	1	1	0	1	0	0	1	1	1	1	1	0
1929	Q9Y371_2__SH3GLB1	0	0	0	1	0	0	0	0	0	0	0	0
1930	Q9Y3A5__SBDS	1	1	0	0	1	0	2	1	1	0	1	0
1931	Q9Y3B4__SF3B14	0	0	0	1	0	0	1	0	0	0	1	1
1932	Q9Y3B9__RRP15	0	0	0	1	0	0	0	1	0	0	0	0
1933	Q9Y3C8__UFC1	1	0	0	0	0	0	0	1	0	1	0	0
1934	Q9Y3D5__MRPS18C	0	0	0	0	0	0	0	0	1	0	0	0
1935	Q9Y3D6__FIS1	1	1	0	1	1	2	1	2	1	1	1	2
1936	Q9Y3I0__C22orf28	2	0	1	1	2	1	1	1	0	2	1	1
1937	Q9Y3T9__NOC2L	0	1	0	0	0	0	0	0	1	1	0	0
1938	Q9Y3U8__RPL36	1	1	1	2	1	1	0	1	2	1	0	2
1939	Q9Y490__TLN1	3	8	0	9	3	7	7	8	3	3	5	8
1940	Q9Y4C2__FAM115A	0	0	0	0	0	0	0	0	0	0	0	1
1941	Q9Y4R8__TELO2	0	1	0	0	0	1	0	1	0	0	2	1
1942	Q9Y4W2__LAS1L	0	0	0	0	0	0	1	0	0	0	1	0
1943	Q9Y4Z0__LSM4	0	0	0	0	0	0	1	0	0	0	0	0
1944	Q9Y512__SAMM50	0	0	1	1	0	0	0	1	1	0	0	0
1945	Q9Y5A9__YTHDF2	0	0	0	0	1	1	0	1	0	2	1	1
1946	Q9Y5B9__SUPT16H	2	3	2	4	4	4	1	3	3	3	4	1
1947	Q9Y5K6__CD2AP	1	0	0	0	0	0	0	1	1	0	1	0
1948	Q9Y5L4__TIMM13	0	0	0	1	0	0	0	0	1	1	1	0
1949	Q9Y5P6_2__GMPPB	0	1	0	0	1	0	0	0	0	0	1	0
1950	Q9Y5S9__RBM8A	1	0	0	0	0	0	0	0	0	0	0	0
1951	Q9Y5X1__SNX9	1	0	0	1	0	0	1	0	0	1	0	0
1952	Q9Y5X3__SNX5	0	1	0	0	1	0	0	0	0	0	0	0
1953	Q9Y5Z4__HEBP2	1	0	0	0	1	0	2	0	1	0	0	1
1954	Q9Y617__PSAT1	0	2	0	1	2	4	1	0	2	2	1	0
1955	Q9Y623__MYH4_MYH2_MYH3_MYH1_MYH6_MYH8_MYH7	0	0	0	0	0	0	1	0	0	0	0	1
1956	Q9Y678__COPG1	2	0	0	3	1	0	1	0	0	0	0	1
1957	Q9Y696__CLIC4	1	1	0	0	2	0	0	0	1	1	0	0
1958	Q9Y6I3_1__EPN1	0	0	0	0	1	0	0	0	0	0	1	0
1959	REV__A2A3K4_2	0	0	0	0	0	0	1	0	0	0	0	0
1960	REV__Q9NZK5	1	1	0	0	1	0	1	0	0	0	0	1
1961	REV__Q63HM2	1	0	0	1	1	0	0	0	0	0	0	0
1962	REV__P14651	0	0	0	0	0	0	0	0	0	1	0	0
1963	REV__C9J1F9	0	0	0	1	0	0	0	0	0	1	0	0
1964	REV__Q14D04	0	0	0	0	0	0	0	0	0	0	1	0
1965	REV__G3V599	0	0	0	0	1	0	0	0	0	1	0	0
1966	REV__H0YGT9	0	0	0	0	0	0	0	0	0	1	0	0
1967	REV__Q8N2C3	0	1	0	0	0	0	0	0	0	0	0	0
1968	REV__P57678	0	0	0	0	0	0	0	0	0	0	0	1
1969	REV__Q9BU89	0	0	0	1	0	0	0	0	0	0	0	0
1970	REV__P42679_2	0	0	0	0	0	0	0	0	0	0	1	0
1971	REV__P05181	0	0	0	0	0	0	0	0	0	0	1	0
1972	REV__P51160	0	0	0	0	0	0	0	0	1	0	0	0
1973	REV__Q5VUJ6	0	0	0	0	0	0	1	0	0	1	0	0
1974	REV__Q6ZSJ8	0	0	0	0	0	0	0	1	0	0	0	0
1975	REV__Q8WUI4_5	3	0	0	0	2	0	0	0	0	1	2	0
1976	REV__Q969S9	1	1	0	1	0	1	1	1	1	1	1	1
1977	REV__Q9BRV8_2	0	0	0	0	0	0	0	0	0	0	0	0
1978	REV__Q9NYU1	0	0	0	0	0	1	0	0	0	0	0	0
1979	REV__Q9UM73	0	0	0	0	0	1	0	0	0	0	0	0
